match_id,year,team,opponent,player_name,minute,offset,penalty,owngoal,goal_side,goal_source,team_normalized,opponent_normalized
1930_18,1930,Uruguay,Argentina,Castro,89.0,,False,False,team1,event,Uruguay,Argentina
1930_18,1930,Argentina,Uruguay,Peucelle,20.0,,False,False,team2,event,Argentina,Uruguay
1930_18,1930,Argentina,Uruguay,Stábile,37.0,,False,False,team2,event,Argentina,Uruguay
1934_1,1934,Sweden,Argentina,Jonasson,9.0,,False,False,team1,event,Sweden,Argentina
1934_1,1934,Sweden,Argentina,Jonasson,67.0,,False,False,team1,event,Sweden,Argentina
1934_1,1934,Sweden,Argentina,Kroon,79.0,,False,False,team1,event,Sweden,Argentina
1934_1,1934,Argentina,Sweden,Belis,4.0,,False,False,team2,event,Argentina,Sweden
1934_1,1934,Argentina,Sweden,Galateo,48.0,,False,False,team2,event,Argentina,Sweden
1934_2,1934,Austria,France,Sindelar,44.0,,False,False,team1,event,Austria,France
1934_2,1934,Austria,France,Schall,93.0,,False,False,team1,event,Austria,France
1934_2,1934,Austria,France,Bican,109.0,,False,False,team1,event,Austria,France
1934_2,1934,France,Austria,Nicolas,18.0,,False,False,team2,event,France,Austria
1934_2,1934,France,Austria,Verriest,116.0,,True,False,team2,event,France,Austria
1934_3,1934,Germany,Belgium,Kobierski,25.0,,False,False,team1,event,Germany,Belgium
1934_3,1934,Germany,Belgium,Siffling,49.0,,False,False,team1,event,Germany,Belgium
1934_3,1934,Germany,Belgium,Conen,66.0,,False,False,team1,event,Germany,Belgium
1934_3,1934,Germany,Belgium,Conen,70.0,,False,False,team1,event,Germany,Belgium
1934_3,1934,Germany,Belgium,Conen,87.0,,False,False,team1,event,Germany,Belgium
1934_3,1934,Belgium,Germany,Voorhoof,29.0,,False,False,team2,event,Belgium,Germany
1934_3,1934,Belgium,Germany,Voorhoof,43.0,,False,False,team2,event,Belgium,Germany
1934_4,1934,Spain,Brazil,Iraragorri,18.0,,True,False,team1,event,Spain,Brazil
1934_4,1934,Spain,Brazil,Iraragorri,25.0,,False,False,team1,event,Spain,Brazil
1934_4,1934,Spain,Brazil,Lángara,29.0,,False,False,team1,event,Spain,Brazil
1934_4,1934,Brazil,Spain,Leônidas,55.0,,False,False,team2,event,Brazil,Spain
1934_5,1934,Hungary,Egypt,Teleki,11.0,,False,False,team1,event,Hungary,Egypt
1934_5,1934,Hungary,Egypt,Toldi,27.0,,False,False,team1,event,Hungary,Egypt
1934_5,1934,Hungary,Egypt,Toldi,61.0,,False,False,team1,event,Hungary,Egypt
1934_5,1934,Hungary,Egypt,Vincze,53.0,,False,False,team1,event,Hungary,Egypt
1934_5,1934,Egypt,Hungary,Fawzi,31.0,,False,False,team2,event,Egypt,Hungary
1934_5,1934,Egypt,Hungary,Fawzi,39.0,,False,False,team2,event,Egypt,Hungary
1934_6,1934,Switzerland,Netherlands,Kielholz,7.0,,False,False,team1,event,Switzerland,Netherlands
1934_6,1934,Switzerland,Netherlands,Kielholz,43.0,,False,False,team1,event,Switzerland,Netherlands
1934_6,1934,Switzerland,Netherlands,Abegglen,69.0,,False,False,team1,event,Switzerland,Netherlands
1934_6,1934,Netherlands,Switzerland,Smit,19.0,,False,False,team2,event,Netherlands,Switzerland
1934_6,1934,Netherlands,Switzerland,Vente,84.0,,False,False,team2,event,Netherlands,Switzerland
1934_7,1934,Italy,United States,Schiavio,18.0,,False,False,team1,event,Italy,United States
1934_7,1934,Italy,United States,Schiavio,29.0,,False,False,team1,event,Italy,United States
1934_7,1934,Italy,United States,Schiavio,64.0,,False,False,team1,event,Italy,United States
1934_7,1934,Italy,United States,Orsi,20.0,,False,False,team1,event,Italy,United States
1934_7,1934,Italy,United States,Orsi,69.0,,False,False,team1,event,Italy,United States
1934_7,1934,Italy,United States,Ferrari,63.0,,False,False,team1,event,Italy,United States
1934_7,1934,Italy,United States,Meazza,90.0,,False,False,team1,event,Italy,United States
1934_7,1934,United States,Italy,Donelli,57.0,,False,False,team2,event,United States,Italy
1934_8,1934,Czechoslovakia,Romania,Puč,50.0,,False,False,team1,event,Czech Republic,Romania
1934_8,1934,Czechoslovakia,Romania,Nejedlý,67.0,,False,False,team1,event,Czech Republic,Romania
1934_8,1934,Romania,Czechoslovakia,Dobay,11.0,,False,False,team2,event,Romania,Czech Republic
1934_9,1934,Czechoslovakia,Switzerland,Svoboda,24.0,,False,False,team1,event,Czech Republic,Switzerland
1934_9,1934,Czechoslovakia,Switzerland,Sobotka,49.0,,False,False,team1,event,Czech Republic,Switzerland
1934_9,1934,Czechoslovakia,Switzerland,Nejedlý,82.0,,False,False,team1,event,Czech Republic,Switzerland
1934_9,1934,Switzerland,Czechoslovakia,Kielholz,18.0,,False,False,team2,event,Switzerland,Czech Republic
1934_9,1934,Switzerland,Czechoslovakia,Jäggi,78.0,,False,False,team2,event,Switzerland,Czech Republic
1934_10,1934,Germany,Sweden,Hohmann,60.0,,False,False,team1,event,Germany,Sweden
1934_10,1934,Germany,Sweden,Hohmann,63.0,,False,False,team1,event,Germany,Sweden
1934_10,1934,Sweden,Germany,Dunker,82.0,,False,False,team2,event,Sweden,Germany
1934_11,1934,Italy,Spain,Ferrari,44.0,,False,False,team1,event,Italy,Spain
1934_11,1934,Spain,Italy,Regueiro,30.0,,False,False,team2,event,Spain,Italy
1934_12,1934,Austria,Hungary,Horvath,8.0,,False,False,team1,event,Austria,Hungary
1934_12,1934,Austria,Hungary,Zischek,51.0,,False,False,team1,event,Austria,Hungary
1934_12,1934,Hungary,Austria,Sárosi,60.0,,True,False,team2,event,Hungary,Austria
1934_13,1934,Italy,Spain,Meazza,11.0,,False,False,team1,event,Italy,Spain
1934_14,1934,Italy,Austria,Guaita,19.0,,False,False,team1,event,Italy,Austria
1934_15,1934,Czechoslovakia,Germany,Nejedlý,19.0,,False,False,team1,event,Czech Republic,Germany
1934_15,1934,Czechoslovakia,Germany,Nejedlý,71.0,,False,False,team1,event,Czech Republic,Germany
1934_15,1934,Czechoslovakia,Germany,Nejedlý,80.0,,False,False,team1,event,Czech Republic,Germany
1934_15,1934,Germany,Czechoslovakia,Noack,62.0,,False,False,team2,event,Germany,Czech Republic
1934_16,1934,Germany,Austria,Lehner,1.0,,False,False,team1,event,Germany,Austria
1934_16,1934,Germany,Austria,Lehner,42.0,,False,False,team1,event,Germany,Austria
1934_16,1934,Germany,Austria,Conen,27.0,,False,False,team1,event,Germany,Austria
1934_16,1934,Austria,Germany,Horvath,28.0,,False,False,team2,event,Austria,Germany
1934_16,1934,Austria,Germany,Sesta,54.0,,False,False,team2,event,Austria,Germany
1934_17,1934,Italy,Czechoslovakia,Orsi,81.0,,False,False,team1,event,Italy,Czech Republic
1934_17,1934,Italy,Czechoslovakia,Schiavio,95.0,,False,False,team1,event,Italy,Czech Republic
1934_17,1934,Czechoslovakia,Italy,Puč,71.0,,False,False,team2,event,Czech Republic,Italy
1938_1,1938,Switzerland,Germany,Abegglen,43.0,,False,False,team1,event,Switzerland,Germany
1938_1,1938,Germany,Switzerland,Gauchel,29.0,,False,False,team2,event,Germany,Switzerland
1938_2,1938,Hungary,Dutch East Indies,Kohut,14.0,,False,False,team1,event,Hungary,Dutch East Indies
1938_2,1938,Hungary,Dutch East Indies,Toldi,16.0,,False,False,team1,event,Hungary,Dutch East Indies
1938_2,1938,Hungary,Dutch East Indies,Sárosi,25.0,,False,False,team1,event,Hungary,Dutch East Indies
1938_2,1938,Hungary,Dutch East Indies,Sárosi,88.0,,False,False,team1,event,Hungary,Dutch East Indies
1938_2,1938,Hungary,Dutch East Indies,Zsengellér,30.0,,False,False,team1,event,Hungary,Dutch East Indies
1938_2,1938,Hungary,Dutch East Indies,Zsengellér,67.0,,False,False,team1,event,Hungary,Dutch East Indies
1938_3,1938,France,Belgium,Veinante,1.0,,False,False,team1,event,France,Belgium
1938_3,1938,France,Belgium,Nicolas,16.0,,False,False,team1,event,France,Belgium
1938_3,1938,France,Belgium,Nicolas,69.0,,False,False,team1,event,France,Belgium
1938_3,1938,Belgium,France,Isemborghs,38.0,,False,False,team2,event,Belgium,France
1938_4,1938,Cuba,Romania,Socorro,44.0,,False,False,team1,event,Cuba,Romania
1938_4,1938,Cuba,Romania,Fernández,87.0,,False,False,team1,event,Cuba,Romania
1938_4,1938,Cuba,Romania,Tuñas,117.0,,False,False,team1,event,Cuba,Romania
1938_4,1938,Romania,Cuba,Bindea,35.0,,False,False,team2,event,Romania,Cuba
1938_4,1938,Romania,Cuba,Baratky,88.0,,False,False,team2,event,Romania,Cuba
1938_4,1938,Romania,Cuba,Dobay,105.0,,False,False,team2,event,Romania,Cuba
1938_5,1938,Italy,Norway,Ferraris,2.0,,False,False,team1,event,Italy,Norway
1938_5,1938,Italy,Norway,Piola,94.0,,False,False,team1,event,Italy,Norway
1938_5,1938,Norway,Italy,Brustad,83.0,,False,False,team2,event,Norway,Italy
1938_6,1938,Brazil,Poland,Leônidas,18.0,,False,False,team1,event,Brazil,Poland
1938_6,1938,Brazil,Poland,Leônidas,93.0,,False,False,team1,event,Brazil,Poland
1938_6,1938,Brazil,Poland,Leônidas,104.0,,False,False,team1,event,Brazil,Poland
1938_6,1938,Brazil,Poland,Romeu,25.0,,False,False,team1,event,Brazil,Poland
1938_6,1938,Brazil,Poland,Perácio,44.0,,False,False,team1,event,Brazil,Poland
1938_6,1938,Brazil,Poland,Perácio,71.0,,False,False,team1,event,Brazil,Poland
1938_6,1938,Poland,Brazil,Scherfke,23.0,,True,False,team2,event,Poland,Brazil
1938_6,1938,Poland,Brazil,Wilimowski,53.0,,False,False,team2,event,Poland,Brazil
1938_6,1938,Poland,Brazil,Wilimowski,59.0,,False,False,team2,event,Poland,Brazil
1938_6,1938,Poland,Brazil,Wilimowski,89.0,,False,False,team2,event,Poland,Brazil
1938_6,1938,Poland,Brazil,Wilimowski,118.0,,False,False,team2,event,Poland,Brazil
1938_7,1938,Czechoslovakia,Netherlands,Košťálek,93.0,,False,False,team1,event,Czech Republic,Netherlands
1938_7,1938,Czechoslovakia,Netherlands,Nejedlý,111.0,,False,False,team1,event,Czech Republic,Netherlands
1938_7,1938,Czechoslovakia,Netherlands,Zeman,118.0,,False,False,team1,event,Czech Republic,Netherlands
1938_9,1938,Cuba,Romania,Socorro,51.0,,False,False,team1,event,Cuba,Romania
1938_9,1938,Cuba,Romania,Oliveira,57.0,,False,False,team1,event,Cuba,Romania
1938_9,1938,Romania,Cuba,Dobay,35.0,,False,False,team2,event,Romania,Cuba
1938_10,1938,Germany,Switzerland,Hahnemann,8.0,,False,False,team1,event,Germany,Switzerland
1938_10,1938,Germany,Switzerland,Lörtscher,22.0,,False,True,team1,event,Germany,Switzerland
1938_10,1938,Switzerland,Germany,Walaschek,42.0,,False,False,team2,event,Switzerland,Germany
1938_10,1938,Switzerland,Germany,Bickel,64.0,,False,False,team2,event,Switzerland,Germany
1938_10,1938,Switzerland,Germany,Abegglen,75.0,,False,False,team2,event,Switzerland,Germany
1938_10,1938,Switzerland,Germany,Abegglen,78.0,,False,False,team2,event,Switzerland,Germany
1938_11,1938,Brazil,Czechoslovakia,Leônidas,30.0,,False,False,team1,event,Brazil,Czech Republic
1938_11,1938,Czechoslovakia,Brazil,Nejedlý,65.0,,True,False,team2,event,Czech Republic,Brazil
1938_12,1938,Hungary,Switzerland,Sárosi,40.0,,False,False,team2,event,Hungary,Switzerland
1938_12,1938,Hungary,Switzerland,Zsengellér,89.0,,False,False,team2,event,Hungary,Switzerland
1938_13,1938,Sweden,Cuba,H. Andersson,9.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,H. Andersson,81.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,H. Andersson,90.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,Wetterström,32.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,Wetterström,37.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,Wetterström,44.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,Keller,80.0,,False,False,team1,event,Sweden,Cuba
1938_13,1938,Sweden,Cuba,Nyberg,84.0,,False,False,team1,event,Sweden,Cuba
1938_14,1938,France,Italy,Heisserer,10.0,,False,False,team1,event,France,Italy
1938_14,1938,Italy,France,Colaussi,9.0,,False,False,team2,event,Italy,France
1938_14,1938,Italy,France,Piola,51.0,,False,False,team2,event,Italy,France
1938_14,1938,Italy,France,Piola,72.0,,False,False,team2,event,Italy,France
1938_15,1938,Brazil,Czechoslovakia,Leônidas,57.0,,False,False,team1,event,Brazil,Czech Republic
1938_15,1938,Brazil,Czechoslovakia,Roberto,62.0,,False,False,team1,event,Brazil,Czech Republic
1938_15,1938,Czechoslovakia,Brazil,Kopecký,25.0,,False,False,team2,event,Czech Republic,Brazil
1938_16,1938,Hungary,Sweden,Jacobsson,19.0,,False,True,team1,event,Hungary,Sweden
1938_16,1938,Hungary,Sweden,Titkos,37.0,,False,False,team1,event,Hungary,Sweden
1938_16,1938,Hungary,Sweden,Zsengellér,39.0,,False,False,team1,event,Hungary,Sweden
1938_16,1938,Hungary,Sweden,Zsengellér,85.0,,False,False,team1,event,Hungary,Sweden
1938_16,1938,Hungary,Sweden,Sárosi,65.0,,False,False,team1,event,Hungary,Sweden
1938_16,1938,Sweden,Hungary,Nyberg,1.0,,False,False,team2,event,Sweden,Hungary
1938_17,1938,Italy,Brazil,Colaussi,51.0,,False,False,team1,event,Italy,Brazil
1938_17,1938,Italy,Brazil,Meazza,60.0,,True,False,team1,event,Italy,Brazil
1938_17,1938,Brazil,Italy,Romeu,87.0,,False,False,team2,event,Brazil,Italy
1938_18,1938,Sweden,Brazil,Jonasson,28.0,,False,False,team1,event,Sweden,Brazil
1938_18,1938,Sweden,Brazil,Nyberg,38.0,,False,False,team1,event,Sweden,Brazil
1938_18,1938,Brazil,Sweden,Romeu,44.0,,False,False,team2,event,Brazil,Sweden
1938_18,1938,Brazil,Sweden,Leônidas,63.0,,False,False,team2,event,Brazil,Sweden
1938_18,1938,Brazil,Sweden,Leônidas,74.0,,False,False,team2,event,Brazil,Sweden
1938_18,1938,Brazil,Sweden,Perácio,80.0,,False,False,team2,event,Brazil,Sweden
1938_19,1938,Hungary,Italy,Titkos,8.0,,False,False,team1,event,Hungary,Italy
1938_19,1938,Hungary,Italy,Sárosi,70.0,,False,False,team1,event,Hungary,Italy
1938_19,1938,Italy,Hungary,Colaussi,6.0,,False,False,team2,event,Italy,Hungary
1938_19,1938,Italy,Hungary,Colaussi,35.0,,False,False,team2,event,Italy,Hungary
1938_19,1938,Italy,Hungary,Piola,16.0,,False,False,team2,event,Italy,Hungary
1938_19,1938,Italy,Hungary,Piola,82.0,,False,False,team2,event,Italy,Hungary
1950_1,1950,Brazil,Mexico,Ademir,30.0,,False,False,team1,event,Brazil,Mexico
1950_1,1950,Brazil,Mexico,Ademir,79.0,,False,False,team1,event,Brazil,Mexico
1950_1,1950,Brazil,Mexico,Jair,65.0,,False,False,team1,event,Brazil,Mexico
1950_1,1950,Brazil,Mexico,Baltazar,71.0,,False,False,team1,event,Brazil,Mexico
1950_2,1950,Yugoslavia,Switzerland,Mitić,59.0,,False,False,team1,event,Serbia,Switzerland
1950_2,1950,Yugoslavia,Switzerland,Tomašević,70.0,,False,False,team1,event,Serbia,Switzerland
1950_2,1950,Yugoslavia,Switzerland,Ognjanov,75.0,,False,False,team1,event,Serbia,Switzerland
1950_3,1950,Brazil,Switzerland,Alfredo,3.0,,False,False,team1,event,Brazil,Switzerland
1950_3,1950,Brazil,Switzerland,Baltazar,32.0,,False,False,team1,event,Brazil,Switzerland
1950_3,1950,Switzerland,Brazil,Fatton,17.0,,False,False,team2,event,Switzerland,Brazil
1950_3,1950,Switzerland,Brazil,Fatton,88.0,,False,False,team2,event,Switzerland,Brazil
1950_4,1950,Yugoslavia,Mexico,Bobek,19.0,,False,False,team1,event,Serbia,Mexico
1950_4,1950,Yugoslavia,Mexico,Ž. Čajkovski,22.0,,False,False,team1,event,Serbia,Mexico
1950_4,1950,Yugoslavia,Mexico,Ž. Čajkovski,62.0,,False,False,team1,event,Serbia,Mexico
1950_4,1950,Yugoslavia,Mexico,Tomašević,81.0,,False,False,team1,event,Serbia,Mexico
1950_4,1950,Mexico,Yugoslavia,Ortiz,89.0,,True,False,team2,event,Mexico,Serbia
1950_5,1950,Brazil,Yugoslavia,Ademir,4.0,,False,False,team1,event,Brazil,Serbia
1950_5,1950,Brazil,Yugoslavia,Zizinho,69.0,,False,False,team1,event,Brazil,Serbia
1950_6,1950,Switzerland,Mexico,Bader,10.0,,False,False,team1,event,Switzerland,Mexico
1950_6,1950,Switzerland,Mexico,Antenen,44.0,,False,False,team1,event,Switzerland,Mexico
1950_6,1950,Mexico,Switzerland,Casarín,89.0,,False,False,team2,event,Mexico,Switzerland
1950_7,1950,England,Chile,Mortensen,27.0,,False,False,team1,event,England,Chile
1950_7,1950,England,Chile,Mannion,51.0,,False,False,team1,event,England,Chile
1950_8,1950,Spain,United States,Igoa,81.0,,False,False,team1,event,Spain,United States
1950_8,1950,Spain,United States,Basora,83.0,,False,False,team1,event,Spain,United States
1950_8,1950,Spain,United States,Zarra,89.0,,False,False,team1,event,Spain,United States
1950_8,1950,United States,Spain,Pariani,17.0,,False,False,team2,event,United States,Spain
1950_9,1950,Spain,Chile,Basora,17.0,,False,False,team1,event,Spain,Chile
1950_9,1950,Spain,Chile,Zarra,30.0,,False,False,team1,event,Spain,Chile
1950_10,1950,United States,England,Gaetjens,38.0,,False,False,team1,event,United States,England
1950_11,1950,Spain,England,Zarra,48.0,,False,False,team1,event,Spain,England
1950_12,1950,Chile,United States,Robledo,16.0,,False,False,team1,event,Chile,United States
1950_12,1950,Chile,United States,Riera,32.0,,False,False,team1,event,Chile,United States
1950_12,1950,Chile,United States,Cremaschi,54.0,,False,False,team1,event,Chile,United States
1950_12,1950,Chile,United States,Cremaschi,82.0,,False,False,team1,event,Chile,United States
1950_12,1950,Chile,United States,Prieto,60.0,,False,False,team1,event,Chile,United States
1950_12,1950,United States,Chile,Wallace,47.0,,False,False,team2,event,United States,Chile
1950_12,1950,United States,Chile,Maca,48.0,,True,False,team2,event,United States,Chile
1950_13,1950,Sweden,Italy,Jeppson,25.0,,False,False,team1,event,Sweden,Italy
1950_13,1950,Sweden,Italy,Jeppson,68.0,,False,False,team1,event,Sweden,Italy
1950_13,1950,Sweden,Italy,Andersson,33.0,,False,False,team1,event,Sweden,Italy
1950_13,1950,Italy,Sweden,Carapellese,7.0,,False,False,team2,event,Italy,Sweden
1950_13,1950,Italy,Sweden,Muccinelli,75.0,,False,False,team2,event,Italy,Sweden
1950_14,1950,Sweden,Paraguay,Sundqvist,17.0,,False,False,team1,event,Sweden,Paraguay
1950_14,1950,Sweden,Paraguay,Palmér,26.0,,False,False,team1,event,Sweden,Paraguay
1950_14,1950,Paraguay,Sweden,López,35.0,,False,False,team2,event,Paraguay,Sweden
1950_14,1950,Paraguay,Sweden,López Fretes,74.0,,False,False,team2,event,Paraguay,Sweden
1950_15,1950,Italy,Paraguay,Carapellese,12.0,,False,False,team1,event,Italy,Paraguay
1950_15,1950,Italy,Paraguay,Pandolfini,62.0,,False,False,team1,event,Italy,Paraguay
1950_16,1950,Uruguay,Bolivia,Míguez,14.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Míguez,40.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Míguez,51.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Vidal,18.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Schiaffino,23.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Schiaffino,54.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Pérez,83.0,,False,False,team1,event,Uruguay,Bolivia
1950_16,1950,Uruguay,Bolivia,Ghiggia,87.0,,False,False,team1,event,Uruguay,Bolivia
1950_17,1950,Uruguay,Spain,Ghiggia,29.0,,False,False,team1,event,Uruguay,Spain
1950_17,1950,Uruguay,Spain,Varela,73.0,,False,False,team1,event,Uruguay,Spain
1950_17,1950,Spain,Uruguay,Basora,37.0,,False,False,team2,event,Spain,Uruguay
1950_17,1950,Spain,Uruguay,Basora,39.0,,False,False,team2,event,Spain,Uruguay
1950_18,1950,Brazil,Sweden,Ademir,17.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Brazil,Sweden,Ademir,36.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Brazil,Sweden,Ademir,52.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Brazil,Sweden,Ademir,58.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Brazil,Sweden,Chico,39.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Brazil,Sweden,Chico,88.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Brazil,Sweden,Maneca,85.0,,False,False,team1,event,Brazil,Sweden
1950_18,1950,Sweden,Brazil,Andersson,67.0,,True,False,team2,event,Sweden,Brazil
1950_19,1950,Brazil,Spain,Parra,15.0,,False,True,team1,event,Brazil,Spain
1950_19,1950,Brazil,Spain,Jair,21.0,,False,False,team1,event,Brazil,Spain
